feeder_name,feeder_type,mv_len_mi,mv_3ph_len_mi,mv_oh_3ph_len_mi,mv_2ph_len_mi,mv_oh_2ph_len_mi,mv_1ph_len_mi,mv_oh_1ph_len_mi,perct_mv_oh_len,ratio_mv_len_to_num_cust,max_sub_node_distance_mi,nominal_medium_voltage_class,lv_len_mi,lv_3ph_len_mi,lv_oh_3ph_len_mi,lv_1ph_len_mi,lv_oh_1ph_len_mi,max_len_secondaries_mi,lv_2ph_len_mi,lv_oh_2ph_len_mi,perct_lv_oh_len,ratio_lv_len_to_num_cust,num_regulators,num_capacitors,num_boosters,avg_regulator_sub_distance_mi,avg_capacitor_sub_distance_mi,num_fuses,num_reclosers,num_sectionalizers,num_sectionalizers_per_recloser,avg_recloser_sub_distance_mi,num_breakers,num_switches,num_interruptors,num_links_adjacent_feeders,num_loops,num_distribution_transformers,num_overloaded_transformers,sum_distribution_transformer_mva,num_1ph_transformers,num_3ph_transformers,ratio_1ph_to_3ph_transformers,substation_name,substation_capacity_mva,sum_load_kw,sum_load_pha_kw,sum_load_phb_kw,sum_load_phc_kw,sum_load_kvar,perct_lv_pha_load_kw,perct_lv_phb_load_kw,perct_lv_phc_load_kw,num_lv_1ph_loads,num_lv_3ph_loads,num_mv_3ph_loads,avg_num_load_per_transformer,avg_load_pf,avg_load_imbalance_by_phase,num_customers,cust_density,load_density_kw,load_density_kvar,kva_density,avg_degree,avg_path_len,diameter
p1rhs4_1247->p1rdt4715,,61.44882432536948,24.91054338117004,23.473105030941532,0.0,0.0,36.53828094419941,35.998009174458005,81.06856873900945,0.1216808402482564,15.774220207819504,12470.0,11.910203878100688,0.08152003512721999,0.0,0.0,0.0,0.1005582709059,11.828683842973467,10.89983461152706,14.858204747880585,0.023584562134852848,1,0,,5.385386852441701,,75,0,0,,,0,52,,1,0,306,0,7.780000000000012,301,5,60.2,p1rhs4_1247,,2720.626977000002,1334.7548885000015,1334.7548885000015,51.1172,641.0544937245378,49.06056213453477,49.06056213453477,1.8788757309304567,0,5,0,1.6313725490196078,0.9694805940594059,0.6290891520480577,505.0,35852.12205602159,193149.01078873093,45511.215749650015,552335.6625660365,1.9986043265875786,38.54045308705025,89
p1rhs1_1247->p1rdt6578,,44.71812055420116,18.903348437725796,18.902727066725795,0.0,0.0,25.81477211647537,25.797995099475372,88.02894980257574,0.20143297546937458,15.617074612000101,12470.0,6.061449424143875,0.0,0.0,0.0,0.0,0.1005062000161,6.061449424143875,6.061449424143875,11.93678762291367,0.02730382623488232,0,0,,,,27,0,0,,,0,1,,0,0,144,0,3.3949999999999894,144,0,inf,p1rhs1_1247,,1145.6413970000035,572.8206985000018,572.8206985000018,0.0,246.65787567629116,50.0,50.0,0.0,0,0,0,1.4132231404958677,0.9744671171171172,0.6666666666666667,222.0,13421.88618825363,69264.27226615288,14912.675381817986,205258.1243654096,1.9968152866242037,24.32455124493341,56
p1rhs1_1247->p1rdt6634,,59.35874222398918,24.339770975881507,24.339770975881507,0.0,0.0,35.018971248107704,34.9748539071077,80.53566962569376,0.11570904916956956,11.609411921727197,12470.0,14.291387164226311,0.0,0.0,0.0,0.0,0.08289834785200001,14.291387164226311,14.291387164226311,19.40442913398741,0.0278584545111624,1,0,,3.7667402522817004,,71,0,0,,,0,0,,0,0,358,0,9.430000000000048,358,0,inf,p1rhs1_1247,,3014.9199680000024,1507.4599840000012,1507.4599840000012,0.0,622.2291460359434,50.0,50.0,0.0,0,0,0,1.3789473684210527,0.9784760233918129,0.6666666666666666,513.0,46753.79394995585,274773.7757494729,56708.71985072414,859431.3390800894,1.9986149584487534,30.870363758175394,73
p1rhs4_1247->p1rdt5851,,50.08352443839578,19.008978208245786,19.008978208245786,0.0,0.0,31.074546230149984,31.050312761149982,88.41794508693478,0.16260884557920707,9.90006987991929,12470.0,6.53313965640556,0.0,0.0,0.0,0.0,0.1109659244704,6.53313965640556,6.53313965640556,11.53925219872756,0.021211492390927143,0,0,,,,39,0,0,,,0,0,,0,0,195,0,5.019999999999999,195,0,inf,p1rhs4_1247,,1656.4165310000067,828.2082655000033,828.2082655000033,0.0,359.80573202794005,50.0,50.0,0.0,0,0,0,1.5403726708074534,0.9732698051948053,0.6666666666666666,308.0,27659.434344125257,148751.7671614234,32311.763057359527,450812.85846593755,1.9975460122699387,27.7988634479432,70
p1rhs4_1247->p1rdt5185,,34.827123753426335,14.94983220280419,14.55393262950939,0.0,0.0,19.877291550622097,19.5293673487292,73.94887913835886,0.07107576276209455,8.892957610220401,12470.0,11.263229981981198,0.15598695017054,0.0,0.0,0.0,0.093965586733,11.107243031810658,10.38072986354179,22.522564966923014,0.02298618363669632,1,0,,5.9692371102519,,66,0,0,,,0,25,,1,0,310,0,9.660000000000041,300,10,30.0,p1rhs4_1247,,3373.993405999997,1621.4260863333323,1621.4260863333323,131.14123333333333,712.4274915903783,48.05658729059571,48.05658729059571,3.8868254188085816,0,10,0,1.5183673469387755,0.9770612244897959,0.5889301582904953,490.0,48012.03656607618,330596.51996443217,69806.31587125546,946523.0065883631,1.9985185185185186,38.879649671910606,100
p1rhs4_1247->p1rdt5481,,53.893545200283235,30.197959643594192,30.197959643594192,0.0,0.0,23.69558555668903,23.65768192568903,86.05782129651037,0.1320920225497138,18.082560656284503,12470.0,8.68721824215248,0.12594457573591,0.0,0.0,0.0,0.10546157160399999,8.56127366641657,8.56127366641657,13.680359898919372,0.02129220157390314,1,0,,5.6239483913184,,61,0,0,,,0,0,,0,0,268,0,7.350000000000021,264,4,66.0,p1rhs4_1247,,2522.4052670000046,1222.5989001666694,1222.5989001666694,77.20746666666666,560.2158746557519,48.469566574476495,48.469566574476495,3.0608668510469967,0,7,0,1.4761904761904763,0.9744049019607843,0.6054493296457271,408.0,19434.04361977219,120148.36761181669,26684.46015820763,350098.57991501474,1.9982623805386621,34.2918022135761,84
p1rhs7_1247->p1rdt7669,,30.74787641477584,22.163665608394304,22.093655737824303,0.0,0.0,8.584210806381531,8.426706306672532,88.06631495521745,0.1798121427764669,15.944931662302835,12470.0,3.9082370606395096,0.07622002011417,0.0,0.0,0.0,0.0715076853655,3.83201704052534,3.6836015891954506,10.62900948719641,0.022855187489119938,2,0,,13.5202165406431,,26,0,0,,,0,7,,1,0,105,0,3.1999999999999944,96,9,10.666666666666666,p1rhs7_1247,,2489.3909449999983,961.9566391666688,961.9566391666688,565.4776666666668,544.3356504988558,45.36468120251042,45.36468120251042,9.270637594979153,0,9,1,1.5116279069767442,0.9670315789473684,0.2123566131956044,171.0,9296.372596878773,135335.12142699494,29592.67265965932,173967.20649129836,1.9957894736842106,22.787777037530535,54
p1rhs7_1247->p1rdt1161,,32.42153663701363,13.399110959920495,13.399110959920495,0.0,0.0,19.022425677093104,18.996949466093103,76.44355588590584,0.0908166292353323,8.41310450790995,12470.0,9.95752337736565,0.0,0.0,0.0,0.0,0.11312549938090001,9.95752337736565,9.95752337736565,23.496329021896774,0.027892222345562045,0,0,,,,41,0,0,,,0,0,,0,0,194,0,5.480000000000006,194,0,inf,p1rhs7_1247,,1895.5089390000096,947.7544695000048,947.7544695000048,0.0,419.5441767106757,50.0,50.0,0.0,0,0,0,1.8170731707317074,0.97316162464986,0.6666666666666666,357.0,46702.23717828927,247967.80964354594,54884.17828434757,716885.8816163178,1.9976717112922002,24.1599300970663,56
p1rhs7_1247->p1rdt1291,,62.21153564765463,32.09990003237251,30.66926811794091,0.0,0.0,30.111635615282086,29.583043321267986,76.58281072364076,0.07986076463113559,11.6971760394689,12470.0,16.46448952023502,0.1543093478899,0.0,0.0,0.0,0.1066916376356,16.310180172345117,13.907539417016823,17.676972606761737,0.021135416585667546,3,0,,5.750807018293967,,100,0,0,,,0,85,,1,0,392,0,13.185000000000048,383,9,42.55555555555556,p1rhs7_1247,,4783.877739999975,2273.857636666654,2273.857636666654,236.1624666666667,1043.698328483179,47.53168371453126,47.53168371453126,4.9366325709374825,0,9,0,1.9688473520249221,0.9741473684210529,0.5679340152479169,779.0,60848.40314425945,373673.0697257603,81524.23190312478,1029892.420355666,1.998998998998999,44.92465525114498,133
p1rhs2_1247->p1rdt1528,,35.587385743076254,23.51596768719093,23.42746333017693,0.0,0.0,12.071418055885333,12.047184586885333,84.52061565986891,0.10849812726547639,12.823042516393318,12470.0,6.384206205355232,0.5014304899024,0.0,0.0,0.0,0.113639435335,5.882775715452831,5.779754124850501,13.770633556029544,0.019464043309009853,2,0,,8.863687649648448,,39,0,0,,,0,2,,0,0,189,0,10.050000000000018,161,28,5.75,p1rhs2_1247,,4768.216128999993,1877.8365644999985,1877.8365644999985,1012.543,1018.3499604493069,41.15257488599107,41.15257488599107,17.694850228017852,0,30,1,1.7315436241610738,0.9760634146341464,0.24196150540446018,328.0,26395.486767907896,383717.6394498303,81950.74056749759,808764.1524923014,1.9976442873969376,32.435240127119584,81
