Substation Feeder Num._Cons._LV Num._Cons._MV Num._Dist._Transf. Size_Dist._Transf._(kVA) Num._Capac. Num._Volt._Reg. Len_LV Len_MV Len_MV_1P Len_MV_2P Len_MV_3P Avg_Year Avg_Land_value_(USD/km2) Rural_(%) Urban_(%) Residential_(%) Commercial_(%) Industrial_(%) County Config_subest
P1UHS0_1247 P1UHS0_1247->P1UDT12703 3860 0 642 38325 2 0 45.7202 33.9436 20.5276 0 13.416 1984 6046.57 0 100 99.1192 0.777202 0.103627 Travis delta-wye
P1UHS0_1247 P1UHS0_1247->P1UDT2142 3139 3 415 33950 3 0 19.3706 33.5858 8.62677 0 24.959 1987 23910.8 0 100 96.2763 3.05538 0.668364 Travis delta-wye
P1UHS0_1247 P1UHS0_1247->P1UDT22170 1465 1 244 13100 0 0 19.3325 12.1045 8.45823 0 3.64624 1983 1897.92 0 100 99.1132 0.818554 0.0682128 Travis delta-wye
P1UHS10_1247 P1UHS10_1247->P1UDT12591 1232 4 157 18000 4 0 6.0733 15.8463 1.76809 0 14.0783 1990 8134.13 0 100 95.1456 4.20712 0.647249 Travis delta-wye
P1UHS10_1247 P1UHS10_1247->P1UDT14394 1422 0 218 13975 1 0 13.5933 16.7032 5.31766 0 11.3856 1988 22209.8 0 100 96.8354 1.75809 1.40647 Travis delta-wye
P1UHS10_1247 P1UHS10_1247->P1UDT20878 1700 2 223 12775 1 0 16.2376 13.9065 6.40501 0 7.50153 1990 10813.2 0 100 99.0012 0.52879 0.470035 Travis delta-wye
P1UHS10_1247 P1UHS10_1247->P1UDT22980 1170 2 77 10700 2 0 1.25219 11.9985 0.42676 0 11.5717 2000 35277.5 0 100 98.7201 1.02389 0.255973 Travis delta-wye
P1UHS10_1247 P1UHS10_1247->P1UDT6120 553 0 36 3575 0 0 0.662666 3.72407 0.479078 0 3.245 1997 29496.3 0 100 99.4575 0.542495 0 Travis delta-wye
P1UHS11_1247 P1UHS11_1247->P1UDT12111 747 4 65 12875 3 0 2.51301 10.5024 0.999763 0 9.50265 1991 6834.67 0 100 94.8069 1.59787 3.59521 Travis delta-wye
P1UHS11_1247 P1UHS11_1247->P1UDT22445 118 2 92 15225 0 0 3.84375 11.6854 0.495507 0 11.1899 1977 5421.23 0 100 0 17.5 82.5 Travis delta-wye
P1UHS11_1247 P1UHS11_1247->P1UDT25287 605 2 89 16100 2 0 3.02324 18.4478 1.19559 0 17.2522 2005 30893 0 100 82.2076 5.76606 12.0264 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT11164 1144 0 254 11725 1 0 15.2922 18.3826 10.2881 0 8.09455 2001 1497.51 0 100 97.5524 1.57343 0.874126 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT14325 1466 0 233 13710 2 0 17.3352 15.542 8.08705 0 7.45498 1991 2662.24 0 100 97.8172 1.56889 0.613915 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT23696 1056 0 159 8300 0 0 11.9305 10.6572 5.34357 0 5.31363 2005 1069.09 0 100 99.7159 0 0.284091 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT23867 2699 3 517 28395 4 0 33.87 37.2868 19.3856 0 17.9013 1993 5445.51 0 100 94.6706 3.18283 2.14656 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT8568 2521 0 450 23150 2 0 31.2605 23.956 15.9408 0 8.01529 1990 951.789 0 100 98.7307 0.99167 0.277668 Travis delta-wye
P1UHS12_1247 P1UHS12_1247->P1UDT8950 1601 0 296 16850 0 0 20.7765 18.557 9.11844 0 9.43855 1989 1248.38 0 100 96.065 2.62336 1.31168 Travis delta-wye
