feeder_name,feeder_type,mv_len_mi,mv_3ph_len_mi,mv_oh_3ph_len_mi,mv_2ph_len_mi,mv_oh_2ph_len_mi,mv_1ph_len_mi,mv_oh_1ph_len_mi,perct_mv_oh_len,ratio_mv_len_to_num_cust,max_sub_node_distance_mi,nominal_medium_voltage_class,lv_len_mi,lv_3ph_len_mi,lv_oh_3ph_len_mi,lv_1ph_len_mi,lv_oh_1ph_len_mi,max_len_secondaries_mi,lv_2ph_len_mi,lv_oh_2ph_len_mi,perct_lv_oh_len,ratio_lv_len_to_num_cust,num_regulators,num_capacitors,num_boosters,avg_regulator_sub_distance_mi,avg_capacitor_sub_distance_mi,num_fuses,num_reclosers,num_sectionalizers,num_sectionalizers_per_recloser,avg_recloser_sub_distance_mi,num_breakers,num_switches,num_interruptors,num_links_adjacent_feeders,num_loops,num_distribution_transformers,num_overloaded_transformers,sum_distribution_transformer_mva,num_1ph_transformers,num_3ph_transformers,ratio_1ph_to_3ph_transformers,substation_name,substation_capacity_mva,sum_load_kw,sum_load_pha_kw,sum_load_phb_kw,sum_load_phc_kw,sum_load_kvar,perct_lv_pha_load_kw,perct_lv_phb_load_kw,perct_lv_phc_load_kw,num_lv_1ph_loads,num_lv_3ph_loads,num_mv_3ph_loads,avg_num_load_per_transformer,avg_load_pf,avg_load_imbalance_by_phase,num_customers,cust_density,load_density_kw,load_density_kvar,kva_density,avg_degree,avg_path_len,diameter
p3uhs5_1247->p3udt15899,,26.2088710311767,11.575969224982984,6.1347846361849,0.0,0.0,14.632901806193713,6.304780557106899,22.05200049836096,0.014105958574368515,1.9771851236120004,12470.0,30.201272775125066,1.0135888134181799,0.0,0.0,0.0,0.0876059788222,29.18768396170687,8.628697813416846,15.296358475960675,0.016254721622779907,0,2,,,1.0634904473475,95,0,0,,,0,912,,1,0,761,0,38.09999999999971,687,74,9.283783783783784,p3uhs5_1247,,14996.578114900132,7000.134124116724,7000.134124116724,996.3098666666668,3124.7823563371653,46.67820932537681,46.67820932537681,6.643581349246371,0,86,0,2.398176291793313,0.9788698600645858,0.5337950396817382,1858.0,617206.839690647,4981695.685937261,1038017.7841097713,12656394.290749986,1.99961788307222,79.7447974448039,205
p3uhs0_1247->p3udt31121,,25.495656463690956,11.223711295905412,6.9768745689337,0.0,0.0,14.271945167785539,6.1504728869187,25.961405262395694,0.016035004065214437,7.912946734944594,12470.0,25.069200573793704,0.75444281295269,0.0,0.0,0.0,0.0721448391889,24.31475776084102,7.7847489126199365,15.395571882758333,0.015766792813706732,0,2,,,7.155735285440913,77,0,0,,,0,738,,1,0,640,0,33.074999999999825,569,71,8.014084507042254,p3uhs0_1247,,12862.61762800012,5965.129230666707,5965.129230666707,932.359166666667,2640.277567486462,46.37570207856815,46.37570207856815,7.248595842863698,0,76,0,2.411334552102377,0.9794908176100631,0.5216947498093902,1590.0,429275.3784714385,3472707.5788636147,712834.0578945911,8929737.82575016,1.999548124717578,92.97434093862411,300
p3uhs8_1247->p3umv17,,21.732770923690012,14.460852117415099,9.000650276536998,0.0,0.0,7.271918806274917,2.1473241649164305,27.44765089051574,0.017018614662247463,2.4936658405054004,12470.0,18.882633600073802,1.9359213730061098,0.0,0.0,0.0,0.0805193047043,16.946712227067685,4.166469596025322,10.258348143713667,0.0147867138606686,0,3,,,1.7493247739601998,78,0,0,,,0,629,,0,0,579,0,38.72499999999988,437,142,3.0774647887323945,p3uhs8_1247,,15788.807768400064,6626.0311008666795,6626.0311008666795,2536.745566666666,3280.5573475537717,42.48889917106355,42.48889917106355,15.022201657872888,0,166,1,2.1697341513292434,0.9793602352941175,0.3453320093730662,1277.0,319867.4130702804,3954835.6275192443,821725.4441587515,9699973.039269045,1.9994593133279264,81.51601934131848,213
p3uhs0_1247->p3udt28845,,23.480659280523202,10.674388816375608,10.049072042174803,0.0,0.0,12.806270464147598,9.726109493956798,46.86069348768795,0.025275198364395266,4.603262141636598,12470.0,18.719274319109243,0.7115328082331102,0.0,0.0,0.0,0.0858491144568,18.00774151087613,12.071466454472517,28.605415754914027,0.020149918535101445,0,2,,,3.714112955819749,43,0,0,,,0,252,,2,0,458,0,21.40499999999993,423,35,12.085714285714285,p3uhs0_1247,,9529.370722999978,4112.604578166634,4112.604578166634,1304.1615666666667,1956.3488887707827,44.95622964099426,44.95622964099426,10.087540718011477,0,53,1,1.99746192893401,0.9787787944025836,0.3929525664230947,929.0,155649.536729559,1596600.7947892027,327776.9625603444,3586306.0642585577,1.9992019154030327,57.895454740957035,148
p3uhs18_1247->p3udt32182,,30.530707349695195,7.7694715496735895,7.74283474191979,0.0,0.0,22.76123580002159,22.453589798405194,70.86907882648055,0.0646837020120661,5.77386412428666,12470.0,12.078036887349915,0.14860986588837,0.0,0.0,0.0,0.09180029520929998,11.929427021461542,11.389962996737873,26.731515327868205,0.02558906120201253,0,2,,,1.9451878103782998,36,0,0,,,0,27,,1,0,319,0,9.530000000000044,307,12,25.583333333333332,p3uhs18_1247,,3169.971395000001,1509.7132808333347,1509.7132808333347,150.54483333333334,706.6585433842179,47.62545438784104,47.62545438784104,4.749091224317915,0,13,0,1.4308943089430894,0.9758951271186442,0.5716848421803088,472.0,62761.9081715795,421511.5542362793,93964.48857742036,1267205.476430414,1.9984627209838586,35.781699284573996,101
p3uhs0_1247->p3udt22485,,19.20334881715496,5.287287564062647,3.0597413459008997,0.0,0.0,13.91606125309231,11.091797513444297,31.930417653409,0.01594962526341774,3.4663694487446,12470.0,25.116581516842185,0.0386863720487,0.0,0.0,0.0,0.08691613273799999,25.077895144793484,17.049903197190915,38.47005865916759,0.020860948103689523,0,1,,,2.5325102271994,41,0,0,,,0,348,,0,0,598,0,20.87499999999986,596,2,298.0,p3uhs0_1247,,7800.348062999945,3886.2972148333065,3886.2972148333065,27.753633333333333,1588.7144276077065,49.82210003252945,49.82210003252945,0.3557999349411021,0,2,0,1.9979166666666666,0.9798216777408637,0.6595506679678448,1204.0,297981.90342545975,1930533.690360317,393196.1371578357,5166422.1212678,1.999390615478367,84.39119161697889,181
p3uhs17_1247->p3udt31765,,23.63059663098857,5.357763885414927,5.079967863130428,0.0,0.0,18.27283274557364,17.000311030874425,55.06756035448387,0.03385472296703233,4.13046432178113,12470.0,16.466111397964394,0.0,0.0,0.0,0.0,0.081613973995,16.466111397964394,14.3472424519647,35.78159693709735,0.02359041747559369,0,1,,,3.3309176730151306,32,0,0,,,0,102,,0,0,440,0,13.770000000000104,440,0,inf,p3uhs17_1247,,4929.819113999988,2464.909556999994,2464.909556999994,0.0,1012.5321851637405,50.0,50.0,0.0,0,0,0,1.5277777777777777,0.9793088825214901,0.6666666666666667,698.0,147059.86879356636,1038651.2207462088,213327.8657585139,2901166.7525607795,1.998949027850762,53.720635909983294,137
p3uhs20_1247->p3udt30735,,25.58216922723056,8.159375079229688,4.1077807198253,0.0,0.0,17.422794148000893,9.885558387799003,31.116517131335854,0.020764747749375454,4.9978685735295905,12470.0,19.388606417619258,0.10671528701586,0.0,0.0,0.0,0.0751537039822,19.281891130603395,3.771115238500765,8.385702012975273,0.01573750520910654,0,2,,,2.8151549907013456,41,0,0,,,0,706,,0,0,491,0,23.724999999999905,486,5,97.2,p3uhs20_1247,,9631.79641700006,4729.730625166693,4729.730625166693,172.33516666666668,1958.1703286322552,49.105384088255356,49.105384088255356,1.789231823489296,0,6,0,2.3844393592677346,0.97988125,0.6308820301968802,1232.0,363089.03033216245,2838636.05633551,577102.4073443973,6992116.269992306,1.999429874572406,91.36509144928907,236
p3uhs20_1247->p3udt25015,,10.127583342996626,4.836256072079101,3.3035614232764003,0.0,0.0,5.29132727091753,1.5724862534491,24.389175791054125,0.015321608688345879,4.331881402104501,12470.0,9.865087661958038,0.01304691445958,0.0,0.0,0.0,0.08024281325042999,9.852040747498458,0.7794054608211906,3.8984558923019095,0.014924489655004595,0,1,,,3.5645812363431997,22,0,0,,,0,366,,0,0,226,0,11.900000000000029,224,2,112.0,p3uhs20_1247,,4730.117259999996,2323.0865466666646,2323.0865466666646,83.94416666666666,960.5910900024526,49.112662942031726,49.112662942031726,1.774674115936541,0,2,0,2.7169811320754715,0.979995915279879,0.6311731843479357,661.0,184221.7997244381,1318291.5499921744,267718.3349463109,3316549.798367351,1.9988974641675854,81.01804193771433,185
p3uhs16_1247->p3udt16977,,9.250329080873914,3.6877339238253004,3.5935135749823006,0.0,0.0,5.5625951570486105,4.8804338724774,60.619998635337744,0.04004471463581781,2.8805449088561,12470.0,4.72846939854391,0.13757068812173,0.0,0.0,0.0,0.06745209626786,4.590898710422181,3.6672239335508614,26.234185570028977,0.020469564495861084,0,0,,,,25,0,0,,,0,43,,0,0,161,0,5.345000000000008,157,4,39.25,p3uhs16_1247,,1976.609300000006,959.7743666666695,959.7743666666695,57.060566666666666,410.91348230369067,48.55660482153285,48.55660482153285,2.8867903569342968,0,5,0,1.4736842105263157,0.9777930735930737,0.6089308595279807,231.0,71329.86288470465,610351.8196780627,126884.85865886913,1650468.039475095,1.997032640949555,31.08469098460765,90
