feeder_name,feeder_type,mv_len_mi,mv_3ph_len_mi,mv_oh_3ph_len_mi,mv_2ph_len_mi,mv_oh_2ph_len_mi,mv_1ph_len_mi,mv_oh_1ph_len_mi,perct_mv_oh_len,ratio_mv_len_to_num_cust,max_sub_node_distance_mi,nominal_medium_voltage_class,lv_len_mi,lv_3ph_len_mi,lv_oh_3ph_len_mi,lv_1ph_len_mi,lv_oh_1ph_len_mi,max_len_secondaries_mi,lv_2ph_len_mi,lv_oh_2ph_len_mi,perct_lv_oh_len,ratio_lv_len_to_num_cust,num_regulators,num_capacitors,num_boosters,avg_regulator_sub_distance_mi,avg_capacitor_sub_distance_mi,num_fuses,num_reclosers,num_sectionalizers,num_sectionalizers_per_recloser,avg_recloser_sub_distance_mi,num_breakers,num_switches,num_interruptors,num_links_adjacent_feeders,num_loops,num_distribution_transformers,num_overloaded_transformers,sum_distribution_transformer_mva,num_1ph_transformers,num_3ph_transformers,ratio_1ph_to_3ph_transformers,substation_name,substation_capacity_mva,sum_load_kw,sum_load_pha_kw,sum_load_phb_kw,sum_load_phc_kw,sum_load_kvar,perct_lv_pha_load_kw,perct_lv_phb_load_kw,perct_lv_phc_load_kw,num_lv_1ph_loads,num_lv_3ph_loads,num_mv_3ph_loads,avg_num_load_per_transformer,avg_load_pf,avg_load_imbalance_by_phase,num_customers,cust_density,load_density_kw,load_density_kvar,kva_density,avg_degree,avg_path_len,diameter
p4uhs3_1247->p4udt17537,,21.439908785958032,5.1190159165971,5.1190159165971,0.0,0.0,16.320892869360936,15.593718493997258,48.51797270279547,0.033499857478059426,5.2564204314723,12470.0,21.250940103119618,0.04786122554919999,0.0,0.0,0.0,0.1192997523224,21.20307887757042,19.383704800836576,45.40482399682582,0.0332045939111244,0,2,,,2.9422504045595,26,0,0,,,0,48,,0,0,354,0,10.125000000000062,352,2,176.0,p4uhs3_1247,,3501.965018999996,1742.1824094999981,1742.1824094999981,17.6002,714.46013332563,49.748709654372476,49.748709654372476,0.5025806912550436,0,2,0,1.7653061224489797,0.9796196875,0.6566150528415657,640.0,128514.12941127324,703206.2275711211,143465.97192719617,2033133.6879517962,1.9988095238095238,47.36729983833915,124
p4uhs0_1247->p4udt19058,,13.860817848018739,7.795688758018509,6.667094064726652,0.0,0.0,6.065129090000232,3.8733077399915006,52.55617337804001,0.0341399454384698,3.7336841850011,12470.0,6.1946792082458995,0.17076515336516,0.0,0.0,0.0,0.0607516290813,6.023914054880737,2.2524288148043192,11.230979758244082,0.015257830562182018,0,2,,,2.9445435431664495,25,0,0,,,0,214,,0,0,211,0,10.775000000000029,191,20,9.55,p4uhs0_1247,,4939.959133000001,2149.2780165000004,2149.2780165000004,641.4031000000001,1179.3278012182154,45.37069462752194,45.37069462752194,9.258610744956108,0,20,1,1.9064327485380117,0.9769657635467982,0.40698715000213065,406.0,123482.57924775958,1502460.3328112473,358685.8095394442,3277154.6586074214,1.9983857949959645,59.68153743247525,150
p4uhs3_1247->p4udt17903,,9.665812068435368,2.7031277676698,2.7025063966697997,0.0,0.0,6.962684300765567,5.957077793197269,64.48874642524218,0.07213292588384604,4.10591986902305,12470.0,3.7622427006328896,0.000621371,0.0,0.0,0.0,0.09885857267250002,3.7616213296328898,2.7901970807867205,20.778862826907623,0.028076438064424548,0,1,,,1.09101562922,10,0,0,,,0,39,,1,0,83,0,2.3349999999999964,82,1,82.0,p4uhs3_1247,,740.5173740000009,366.35865366666707,366.35865366666707,7.800066666666667,154.18892632406929,49.473336687258694,49.473336687258694,1.0533266254826126,0,1,0,1.5774647887323943,0.978870895522388,0.6456001341570142,134.0,30482.384161394337,168453.24680936532,35074.97078838215,531166.9180362363,1.9948320413436693,27.349319195083744,65
p4uhs3_1247->p4udt16430,,19.800075833190093,4.7594533116,4.7594533116,0.0,0.0,15.040622521590093,15.030059214590093,60.032077376642036,0.0463702010144967,6.319671899533197,12470.0,13.164821253463156,0.0,0.0,0.0,0.0,0.0951826661107,13.164821253463156,13.154636672087655,39.90498328421499,0.030830963122864534,0,2,,,3.4788856005233995,17,0,0,,,0,0,,0,0,256,0,6.700000000000025,256,0,inf,p4uhs3_1247,,2277.5827320000103,1138.7913660000052,1138.7913660000052,0.0,467.7766870498881,50.0,50.0,0.0,0,0,0,1.5047169811320755,0.9790777517564404,0.6666666666666666,427.0,59383.24414852802,316745.31953823904,65054.091836236745,931774.5568972816,1.9982547993019197,33.792017802571316,83
p4uhs4_1247->p4udt17398,,20.94794982314009,3.8667199025123993,3.6063170487115,0.0,0.0,17.08122992062769,17.008051555054486,69.80122811371417,0.06309623440704847,4.783769112257501,12470.0,8.585009926769787,0.000621371,0.0,0.0,0.0,0.1159442246482,8.584388555769788,8.367355036559086,28.33226032004672,0.02585846363484876,0,1,,,3.0272437047380003,14,0,0,,,0,10,,0,0,199,0,5.82500000000001,198,1,198.0,p4uhs4_1247,,1996.4095680000096,994.4764173333381,994.4764173333381,7.456733333333334,412.71031560974905,49.813246403622394,49.813246403622394,0.37350719275521416,0,1,0,1.565217391304348,0.9772469879518073,0.6591965228115623,332.0,58769.966660636135,353400.3727479986,73057.14303881195,1031129.686139175,1.9976498237367804,26.302957074721782,64
p4uhs6_1247->p4udt1281,,30.50680075912345,6.4179000291890995,4.963515649048601,0.0,0.0,24.08890072993436,19.580534603538737,49.07888217943771,0.03572224913246306,4.614661565454201,12470.0,19.50259057715767,0.24500842455816,0.0,0.0,0.0,0.0859373491388,19.257582152599507,13.364930229771035,26.724840820198033,0.022836757116109684,0,2,,,2.0136863824021,39,0,0,,,0,263,,0,0,467,0,14.365000000000101,456,11,41.45454545454545,p4uhs6_1247,,5228.522692999949,2521.350346499976,2521.350346499976,185.82200000000003,1077.2148673840884,48.2229970977387,48.2229970977387,3.5540058045226073,0,15,0,1.7608142493638677,0.9784903981264639,0.595586550576215,854.0,156652.58853774538,959088.5410852289,197597.77211599716,2635028.6116448813,1.9992057188244639,57.91048006202777,142
p4uhs5_1247->p4udt10630,,29.418882129959393,9.485561239368092,8.249826881308504,0.0,0.0,19.933320890591293,18.137200728758188,59.412996719926234,0.039755246121566744,4.919715269395702,12470.0,14.994005734383721,0.34484240057162,0.0,0.0,0.0,0.08469013326760001,14.6491633338121,10.665672130781948,24.014813365344978,0.020262169911329352,0,2,,,2.8220858280793006,44,0,0,,,0,153,,0,0,415,0,15.390000000000098,398,17,23.41176470588235,p4uhs5_1247,,5574.205390999971,2585.5523954999862,2585.5523954999862,403.10060000000004,1191.0489799996153,46.38423262398225,46.38423262398225,7.231534752035514,0,20,0,1.782991202346041,0.9767748648648649,0.5220359716259566,740.0,112706.8448514166,848987.975909951,181404.5575665603,2343997.759815287,1.9990262901655307,48.20070801463268,130
p4uhs5_1247->p4udt3570,,28.39026244525688,7.600482647449026,5.1247137022558,0.0,0.0,20.789779797807846,18.87100797857107,57.91170353086553,0.04723837345300646,5.061004365855629,12470.0,13.044750199532153,0.62199736060913,0.0,0.0,0.0,0.0783038064038,12.42275283892303,9.076774164343757,21.90604897881037,0.02170507520720824,0,1,,,2.958555011829329,29,0,0,,,0,186,,0,0,396,0,15.80000000000008,356,40,8.9,p4uhs5_1247,,5545.334678999977,2453.2025728333256,2453.2025728333256,638.9295333333334,1191.7782902375259,44.23903542059472,44.23903542059472,11.521929158810565,0,41,0,1.5419354838709678,0.9761113144758736,0.4362280834904565,601.0,110102.23562412449,1015896.4150447324,218331.87042171098,2894534.647023587,1.9989029072956666,58.6337318071983,144
p4uhs7_1247->p4udt8751,,23.091029017505495,5.666918743589498,4.620057489081098,0.0,0.0,17.424110273916,16.726523771168996,67.7998236568467,0.06326309319864519,4.338308118083301,12470.0,8.393685999292979,0.32221708942930005,0.0,0.0,0.0,0.09256159895850001,8.071468909863679,7.009193721276853,22.262211100011996,0.022996399998062956,0,1,,,1.9363406058061,25,0,0,,,0,86,,0,0,254,0,8.720000000000036,239,15,15.933333333333334,p4uhs7_1247,,3014.369978000003,1383.4253890000025,1383.4253890000025,247.51919999999993,617.8163152625508,45.89434605230136,45.89434605230136,8.211307895397288,0,17,0,1.4171122994652405,0.9782498630136988,0.5024405087587215,365.0,72286.0510246804,596977.813799926,122354.7991478049,1726943.4655759337,1.998165137614679,35.31719699075829,96
p4uhs7_1247->p4udt22221,,18.386730385413998,4.766087882392009,4.50379650192452,0.0,0.0,13.620642503021974,13.468385108585373,72.14588916525459,0.06938388824684527,3.822839055315,12470.0,6.524157564616679,0.04193967797969001,0.0,0.0,0.0,0.08997887039699999,6.482217886636988,6.270651170843158,25.172331004103913,0.02461946250798747,0,1,,,1.7483732685479005,12,0,0,,,0,23,,1,0,162,0,5.145000000000005,158,4,39.5,p4uhs7_1247,,1791.6374570000069,870.8768285000033,870.8768285000033,49.883799999999994,368.6516537495691,48.60787125751636,48.60787125751636,2.7842574849672728,0,4,0,1.5968992248062015,0.9772222641509435,0.6109815169673212,265.0,43642.808977502784,295064.49544449116,60713.18378804884,847329.2535443472,1.9972677595628416,36.77506297982403,81
