OpenDSS Value,Node
0.9053190726003836,p1rdt5658-p1rdt7010x
0.9060741542833378,p1rdt5658-p1rdt7010xx
0.9339043159536382,p1rlv7190
0.934177672230632,p1rdt4523-p1rdt5233x
0.9381879092100758,p1rlv6907
0.9382719171203991,p1rlv8794
0.9383253200440965,p1rdt6244lv
0.938435245035165,p1rlv7880
0.9390360287830726,p1rlv6665
0.9391946801384841,p1rdm9882
0.9399321376057523,p1rlv12866
0.9405458238808595,p1rdt5233lv
0.9412396248451755,p1rlv2533
0.9429493729958991,p1rdm4813
0.9430796004417815,p1rdt5233_b2_1
0.9431189236919287,p1rdt5233_b1_1
0.9431415218317154,p1rdt5767lv
0.9434554163584883,p1rlv11367
0.9436977159051708,p1rlv13371
0.943738519588628,p1rdt7414lv
0.943980569032404,p1rdt5069lv
0.9440995424002571,p1rdt5233
0.9441104487553627,p1rlv9311
0.9443650159201197,p1rdt6509lv
0.9446997783527934,p1rdt2261lv
0.9449178351228055,p1rdt5069
0.9449485568735122,p1rdt6509
0.9449575677066889,p1rdt8032lv
0.9449585459333958,p1rdt5233-p1rdt6509x_b2_1
0.9449585583476371,p1rdt5233-p1rdt6509x_b1_1
0.9449595819746524,p1rdt5233-p1rdt6509x
0.945693243454835,p1rdt7414
0.9457164440147778,p1rlv4267
0.9457203910649057,p1rdt6244-p1rdt7414x
0.9463431773782057,p1rdt5767
0.9463640723235548,p1rlv11234
0.9467344229100513,p1rdt6244
0.9467741272636948,p1rdt2261
0.947241654047378,p1rdt8032
0.9473097416488625,p1rdt3562lv
0.9476726556364897,p1rlv10444
0.9479191964149735,p1rdt7010lv
0.9484066067375592,p1rdt7358lv
0.951771639095317,p1rlv7247
0.9517871596791311,p1rdt7358
0.952361043759416,p1rlv7110
0.9530596330382413,p1rdm10151
0.9537975644269894,p1rdt5348lv
0.9545809435042102,p1rlv4050
0.9548962804823216,p1rlv12407
0.9560179525815067,p1rlv12062
0.9562967557112727,p1rdm78
0.9568544796800238,p1rlv7467
0.9569037237016377,p1rdt3562
0.9571943570643189,p1rlv3377
0.9574130353875553,p1rdt5658-p1rdt7010xxx
0.957445491237946,p1rlv12776
0.9577107266097484,p1rlv8154
0.9577885527720803,p1rlv1646
0.9579109731763493,p1rlv3520
0.9584676274627788,p1rlv4059
0.9584722437249739,p1rlv710
0.9585862582019745,p1rdt7010
0.9586036848541604,p1rlv305
0.9586866965894164,p1rlv1623
0.9587511218580287,p1rdt5546lv
0.9587911095871471,p1rlv36
0.9590048582919941,p1rdt682lv
0.9592560745836276,p1rlv6580
0.9592944122596743,p1rdm6244
0.9594532571260671,p1rlv1121
0.9595290638808276,p1rlv9357
0.9596639278788107,p1rlv7538
0.9596959147290465,p1rlv858
0.959991845015471,p1rlv9904
0.9602306372608178,p1rdm76
0.9602420291336619,p1rlv9367
0.9602628195074489,p1rdt6531lv
0.960286864143091,p1rlv8722
0.960332239844467,p1rlv4913
0.9603643399072808,p1rlv1386
0.9603650230032774,p1rlv4048
0.9604007997281483,p1rdm9545
0.9604512258594063,p1rlv8181
0.9605563092358611,p1rlv10005
0.9607407213750622,p1rdm703
0.9607847106462195,p1rdt7853lv
0.9607930159198765,p1rlv9938
0.9608293212148613,p1rlv8058
0.9608841086771355,p1rlv839
0.9609341402754614,p1rdm1274
0.9609536400705179,p1rlv11707
0.9609618570305057,p1rlv2152
0.9610290253410846,p1rlv9647
0.9610585018120515,p1rlv13036
0.961128266481247,p1rlv4613
0.9611675742301194,p1rdt6207lv
0.9611971296970685,p1rlv5420
0.9613303623911778,p1rlv7528
0.9613386875945131,p1rlv13035
0.9613561231862569,p1rlv5283
0.961371725631254,p1rdm79
0.9614263977722693,p1rlv7245
0.9614637721420654,p1rlv2991
0.961557358781062,p1rdm2871
0.9616399466231251,p1rlv1641
