OpenDSS Value,Node
0.9481126151782696,p4ulv12958
0.9481442964371287,p4ulv43014
0.948554274867244,p4ulv30874
0.9485725905116894,p4ulv28737
0.9488093914990968,p4ulv275
0.9488293757914728,p4ulv9506
0.9489010966572133,p4ulv34679
0.9495711291072388,p4ulv27473
0.9497980920348971,p4ulv2781
0.9511993893599934,p4udm667
0.9518256330456777,p4ulv35076
0.9519320400772979,p4ulv4449
0.9519421381442231,p4ulv17330
0.9519959341087758,p4ulv39243
0.952110665585291,p4ulv32950
0.9522583830197149,p4udm6956
0.9524602312481674,p4ulv19859
0.9525949912291245,p4udm668
0.9527318167925669,p4ulv24493
0.9529360316071475,p4ulv4062
0.9529910075500851,p4ulv18602
0.953419435034346,p4udm666
0.9536404705540302,p4ulv39247
0.9538031141784191,p4udm6958
0.9540741158734753,p4ulv30446
0.9540782362302133,p4ulv24882
0.9542671569755712,p4udm31018
0.9543607318592298,p4ulv42173
0.9544415333172722,p4udm34834
0.9544473636951674,p4ulv14285
0.9544646577510875,p4ulv9509
0.954538831206931,p4ulv26584
0.9545729018172229,p4udm31424
0.9545816062495609,p4ulv27469
0.954626533135333,p4ulv19399
0.9549739066249987,p4ulv39678
0.9551408191053549,p4udm31016
0.9554272364216448,p4udt13478lv
0.9554396852491827,p4udt269lv
0.9554930957315454,p4udt7961lv
0.9556147862491187,p4udt13889lv
0.9556627521371746,p4udt10234lv
0.9557266185413147,p4udt11049lv
0.9560806372635128,p4udt2623lv
0.9561004252386778,p4ulv23275
0.9561176941315707,p4udt14144lv
0.9563969921740576,p4ulv37155
0.9566411135245205,p4udt21353lv
0.9567127895228175,p4udt12806lv
0.9569237073958115,p4udt16353lv
0.956959788498248,p4udt7964lv
0.9571896601421352,p4udt4095lv
0.9574160989062988,p4ulv17695
0.9574371648153932,p4udt18878lv
0.957541122505768,p4udt23121lv
0.9576528905908261,p4udt22270lv
0.9579105158732526,p4ulv27578
0.9579485118429716,p4udt15820lv
0.9580961814814453,p4udt13478
0.9581392876322814,p4udt7961
0.9581896356187845,p4udt10234
0.958189814081885,p4udt11049
0.9582807737155266,p4ulv27579
0.9583311091915494,p4udt21353
0.9588634982703428,p4ulv28732
0.9589923822541202,p4ulv14702
0.9590683669580586,p4ulv12959
0.9593870928642769,p4ulv19854
0.9594231263725874,p4udt4095
0.9594376048645865,p4udt16353
0.9594564076943934,p4udt18878
0.9594804519197075,p4udt23121
0.9595361734768666,p4udt269
0.959628378764222,p4udt12806
0.9597618974658512,p4udt7964
0.9597871375195505,p4udt22270
0.9597872884709061,p4udt13889
0.9598982980222734,p4ulv5728
0.9599339498921878,p4udt2623_b2_1
0.9599349824429274,p4udt2623_b1_1
0.9600124748198848,p4udm29503
0.9600176642052091,p4udt14144
0.9600643150928321,p4udt15820
0.9601117634756509,p4udt2623
0.9602891102701726,p4udm3246
0.9607727646163042,p4udm9848
0.9608617989123983,p4udm13294
0.9610048603372143,p4ulv1239
0.9615606030722205,p4ulv14701
0.9617197674803184,p4udm13295
0.9619304614907349,p4ulv32115
0.961934225028473,p4ulv698
0.9620799440497101,p4ulv19011
0.9620926894672799,p4ulv9183
0.9622339385731535,p4ulv18634
0.9623461882421156,p4ulv36023
0.9624917758324019,p4ulv24827
0.9629299197940018,p4ulv21115
0.9630444640216376,p4ulv2893
0.963400464836291,p4udm9849
0.963408146734938,p4ulv10057
0.9640195640324858,p4udt13498lv-p4ulv18634x
0.9641537778273555,p4udm3243
0.9641686961726805,p4ulv38398
0.9643054412673983,p4ulv6252
0.964389429916709,p4ulv15094
0.9645307816682382,p4ulv29960
0.9645838309237111,p4ulv41052
0.9646063563284284,p4udm29504
0.9648369028616641,p4udm3241
0.9648901110504526,p4ulv15263
0.9649228944349224,p4udt18207lv
0.9649650156895884,p4ulv24436
0.9649889773235054,p4udt3759lv
0.9651958825132134,p4ulv3140
0.9651990138551213,p4ulv26119
0.9652909157967071,p4udt5134lv
0.9654162207850499,p4ulv21538
0.965497970345397,p4ulv6074
0.965602400067392,p4ulv38933
0.9656237482697753,p4ulv13091
0.9657029579304202,p4udt11305lv
0.965833649991926,p4udt22121lv
0.9658630702448157,p4udt13676lv
0.965877386110261,p4ulv7069
0.9659167274277171,p4ulv35498
0.9660036372646745,p4ulv23382
0.9661125428291586,p4udm3242
0.9661205711491767,p4udm7268
0.9662539463243582,p4ulv18614
0.9662913574296622,p4udm29506
0.9663235575264579,p4ulv5844
0.9663420792547739,p4ulv27134
0.9663483095216149,p4udm20593
0.9663749858789659,p4udt685lv
0.96639579817027,p4ulv30022
0.9665043359226795,p4ulv2295
0.9665081506490163,p4udm3244
0.9665644546095715,p4ulv42959
0.9665766559123705,p4udm20594
0.9666617270139526,p4ulv8185
0.966669011392427,p4ulv9626
0.9666706065983965,p4udm26924
0.9667610696161242,p4ulv11590
0.9668006170094604,p4ulv32061
0.9669123884164617,p4ulv1677
0.9669436218505617,p4ulv42534
0.9671117537374725,p4udm7800
0.9671285872804132,p4udm26926
0.9671945188986861,p4ulv3843
0.9672315469324252,sb10_p4uhs9_1247_node_10_6
0.9672395732751972,sb10_p4uhs9_1247_node_10_5
0.9672475996399587,p4uhs9_69
0.9672515660022013,p4uhs19_69-p4uhs9_69xx
0.9672516596683608,p4uhs8_69-p4uhs9_69xx
0.9672543699018514,p4ulv42537
0.9673421456348289,p4ulv2800
0.9673554548151047,p4ulv16378
0.967427955479156,p4ulv17757
0.9674468227423672,p4ulv32643
0.9674534720997703,p4ulv39475
0.9674666727779861,p4ulv15681
0.9675518566068123,p4ulv20878
